waste,tourney_id,tourney_name,surface,tourney_level,draw_size,tourney_date,best_of
110958,2000-580,Australian Open,Hard,G,128,20000117,5
110959,2000-580,Australian Open,Hard,G,128,20000117,5
110960,2000-580,Australian Open,Hard,G,128,20000117,5
110961,2000-580,Australian Open,Hard,G,128,20000117,5
110962,2000-580,Australian Open,Hard,G,128,20000117,5
110963,2000-580,Australian Open,Hard,G,128,20000117,5
110964,2000-580,Australian Open,Hard,G,128,20000117,5
110965,2000-580,Australian Open,Hard,G,128,20000117,5
110966,2000-580,Australian Open,Hard,G,128,20000117,5
110967,2000-580,Australian Open,Hard,G,128,20000117,5
110968,2000-580,Australian Open,Hard,G,128,20000117,5
110969,2000-580,Australian Open,Hard,G,128,20000117,5
110970,2000-580,Australian Open,Hard,G,128,20000117,5
110971,2000-580,Australian Open,Hard,G,128,20000117,5
110972,2000-580,Australian Open,Hard,G,128,20000117,5
110973,2000-580,Australian Open,Hard,G,128,20000117,5
110974,2000-580,Australian Open,Hard,G,128,20000117,5
110975,2000-580,Australian Open,Hard,G,128,20000117,5
110976,2000-580,Australian Open,Hard,G,128,20000117,5
110977,2000-580,Australian Open,Hard,G,128,20000117,5
110978,2000-580,Australian Open,Hard,G,128,20000117,5
110979,2000-580,Australian Open,Hard,G,128,20000117,5
110980,2000-580,Australian Open,Hard,G,128,20000117,5
110981,2000-580,Australian Open,Hard,G,128,20000117,5
110982,2000-580,Australian Open,Hard,G,128,20000117,5
110983,2000-580,Australian Open,Hard,G,128,20000117,5
110984,2000-580,Australian Open,Hard,G,128,20000117,5
110985,2000-580,Australian Open,Hard,G,128,20000117,5
110986,2000-580,Australian Open,Hard,G,128,20000117,5
110987,2000-580,Australian Open,Hard,G,128,20000117,5
110988,2000-580,Australian Open,Hard,G,128,20000117,5
110989,2000-580,Australian Open,Hard,G,128,20000117,5
110990,2000-580,Australian Open,Hard,G,128,20000117,5
110991,2000-580,Australian Open,Hard,G,128,20000117,5
110992,2000-580,Australian Open,Hard,G,128,20000117,5
110993,2000-580,Australian Open,Hard,G,128,20000117,5
110994,2000-580,Australian Open,Hard,G,128,20000117,5
110995,2000-580,Australian Open,Hard,G,128,20000117,5
110996,2000-580,Australian Open,Hard,G,128,20000117,5
110997,2000-580,Australian Open,Hard,G,128,20000117,5
110998,2000-580,Australian Open,Hard,G,128,20000117,5
110999,2000-580,Australian Open,Hard,G,128,20000117,5
111000,2000-580,Australian Open,Hard,G,128,20000117,5
111001,2000-580,Australian Open,Hard,G,128,20000117,5
111002,2000-580,Australian Open,Hard,G,128,20000117,5
111003,2000-580,Australian Open,Hard,G,128,20000117,5
111004,2000-580,Australian Open,Hard,G,128,20000117,5
111005,2000-580,Australian Open,Hard,G,128,20000117,5
111006,2000-580,Australian Open,Hard,G,128,20000117,5
111007,2000-580,Australian Open,Hard,G,128,20000117,5
111008,2000-580,Australian Open,Hard,G,128,20000117,5
111009,2000-580,Australian Open,Hard,G,128,20000117,5
111010,2000-580,Australian Open,Hard,G,128,20000117,5
111011,2000-580,Australian Open,Hard,G,128,20000117,5
111012,2000-580,Australian Open,Hard,G,128,20000117,5
111013,2000-580,Australian Open,Hard,G,128,20000117,5
111014,2000-580,Australian Open,Hard,G,128,20000117,5
111015,2000-580,Australian Open,Hard,G,128,20000117,5
111016,2000-580,Australian Open,Hard,G,128,20000117,5
111017,2000-580,Australian Open,Hard,G,128,20000117,5
111018,2000-580,Australian Open,Hard,G,128,20000117,5
111019,2000-580,Australian Open,Hard,G,128,20000117,5
111020,2000-580,Australian Open,Hard,G,128,20000117,5
111021,2000-580,Australian Open,Hard,G,128,20000117,5
111022,2000-580,Australian Open,Hard,G,128,20000117,5
111023,2000-580,Australian Open,Hard,G,128,20000117,5
111024,2000-580,Australian Open,Hard,G,128,20000117,5
111025,2000-580,Australian Open,Hard,G,128,20000117,5
111026,2000-580,Australian Open,Hard,G,128,20000117,5
111027,2000-580,Australian Open,Hard,G,128,20000117,5
111028,2000-580,Australian Open,Hard,G,128,20000117,5
111029,2000-580,Australian Open,Hard,G,128,20000117,5
111030,2000-580,Australian Open,Hard,G,128,20000117,5
111031,2000-580,Australian Open,Hard,G,128,20000117,5
111032,2000-580,Australian Open,Hard,G,128,20000117,5
111033,2000-580,Australian Open,Hard,G,128,20000117,5
111034,2000-580,Australian Open,Hard,G,128,20000117,5
111035,2000-580,Australian Open,Hard,G,128,20000117,5
111036,2000-580,Australian Open,Hard,G,128,20000117,5
111037,2000-580,Australian Open,Hard,G,128,20000117,5
111038,2000-807,Mexico City,Clay,A,32,20000221,3
111039,2000-807,Mexico City,Clay,A,32,20000221,3
111040,2000-807,Mexico City,Clay,A,32,20000221,3
111041,2000-807,Mexico City,Clay,A,32,20000221,3
111042,2000-807,Mexico City,Clay,A,32,20000221,3
111043,2000-807,Mexico City,Clay,A,32,20000221,3
111044,2000-807,Mexico City,Clay,A,32,20000221,3
111045,2000-807,Mexico City,Clay,A,32,20000221,3
111046,2000-807,Mexico City,Clay,A,32,20000221,3
111047,2000-807,Mexico City,Clay,A,32,20000221,3
111048,2000-807,Mexico City,Clay,A,32,20000221,3
111049,2000-807,Mexico City,Clay,A,32,20000221,3
111050,2000-807,Mexico City,Clay,A,32,20000221,3
111051,2000-807,Mexico City,Clay,A,32,20000221,3
111052,2000-807,Mexico City,Clay,A,32,20000221,3
111053,2000-807,Mexico City,Clay,A,32,20000221,3
111054,2000-807,Mexico City,Clay,A,32,20000221,3
111055,2000-807,Mexico City,Clay,A,32,20000221,3
111056,2000-807,Mexico City,Clay,A,32,20000221,3
111057,2000-807,Mexico City,Clay,A,32,20000221,3
111058,2000-807,Mexico City,Clay,A,32,20000221,3
111059,2000-807,Mexico City,Clay,A,32,20000221,3
111060,2000-807,Mexico City,Clay,A,32,20000221,3
111061,2000-807,Mexico City,Clay,A,32,20000221,3
111062,2000-807,Mexico City,Clay,A,32,20000221,3
111063,2000-807,Mexico City,Clay,A,32,20000221,3
111064,2000-807,Mexico City,Clay,A,32,20000221,3
111065,2000-807,Mexico City,Clay,A,32,20000221,3
111066,2000-807,Mexico City,Clay,A,32,20000221,3
111067,2000-807,Mexico City,Clay,A,32,20000221,3
111068,2000-807,Mexico City,Clay,A,32,20000221,3
111069,2000-337,Vienna,Hard,A,32,20001009,3
111070,2000-337,Vienna,Hard,A,32,20001009,3
111071,2000-337,Vienna,Hard,A,32,20001009,3
111072,2000-337,Vienna,Hard,A,32,20001009,3
111073,2000-337,Vienna,Hard,A,32,20001009,3
111074,2000-337,Vienna,Hard,A,32,20001009,3
111075,2000-337,Vienna,Hard,A,32,20001009,3
111076,2000-337,Vienna,Hard,A,32,20001009,3
111077,2000-337,Vienna,Hard,A,32,20001009,3
111078,2000-337,Vienna,Hard,A,32,20001009,3
111079,2000-337,Vienna,Hard,A,32,20001009,3
111080,2000-337,Vienna,Hard,A,32,20001009,3
111081,2000-337,Vienna,Hard,A,32,20001009,3
111082,2000-337,Vienna,Hard,A,32,20001009,3
111083,2000-337,Vienna,Hard,A,32,20001009,3
111084,2000-337,Vienna,Hard,A,32,20001009,3
111085,2000-337,Vienna,Hard,A,32,20001009,3
111086,2000-337,Vienna,Hard,A,32,20001009,3
111087,2000-337,Vienna,Hard,A,32,20001009,3
111088,2000-337,Vienna,Hard,A,32,20001009,3
111089,2000-337,Vienna,Hard,A,32,20001009,3
111090,2000-337,Vienna,Hard,A,32,20001009,3
111091,2000-337,Vienna,Hard,A,32,20001009,3
111092,2000-337,Vienna,Hard,A,32,20001009,3
111093,2000-337,Vienna,Hard,A,32,20001009,3
111094,2000-337,Vienna,Hard,A,32,20001009,3
111095,2000-337,Vienna,Hard,A,32,20001009,3
111096,2000-337,Vienna,Hard,A,32,20001009,3
111097,2000-337,Vienna,Hard,A,32,20001009,3
111098,2000-337,Vienna,Hard,A,32,20001009,3
111099,2000-337,Vienna,Hard,A,32,20001009,5
111100,2000-440,'s-Hertogenbosch,Grass,A,32,20000619,3
111101,2000-440,'s-Hertogenbosch,Grass,A,32,20000619,3
111102,2000-440,'s-Hertogenbosch,Grass,A,32,20000619,3
111103,2000-440,'s-Hertogenbosch,Grass,A,32,20000619,3
111104,2000-440,'s-Hertogenbosch,Grass,A,32,20000619,3
111105,2000-440,'s-Hertogenbosch,Grass,A,32,20000619,3
111106,2000-440,'s-Hertogenbosch,Grass,A,32,20000619,3
111107,2000-440,'s-Hertogenbosch,Grass,A,32,20000619,3
111108,2000-440,'s-Hertogenbosch,Grass,A,32,20000619,3
111109,2000-440,'s-Hertogenbosch,Grass,A,32,20000619,3
111110,2000-440,'s-Hertogenbosch,Grass,A,32,20000619,3
111111,2000-440,'s-Hertogenbosch,Grass,A,32,20000619,3
111112,2000-440,'s-Hertogenbosch,Grass,A,32,20000619,3
111113,2000-440,'s-Hertogenbosch,Grass,A,32,20000619,3
111114,2000-440,'s-Hertogenbosch,Grass,A,32,20000619,3
111115,2000-440,'s-Hertogenbosch,Grass,A,32,20000619,3
111116,2000-440,'s-Hertogenbosch,Grass,A,32,20000619,3
111117,2000-440,'s-Hertogenbosch,Grass,A,32,20000619,3
111118,2000-440,'s-Hertogenbosch,Grass,A,32,20000619,3
111119,2000-440,'s-Hertogenbosch,Grass,A,32,20000619,3
111120,2000-440,'s-Hertogenbosch,Grass,A,32,20000619,3
111121,2000-440,'s-Hertogenbosch,Grass,A,32,20000619,3
111122,2000-440,'s-Hertogenbosch,Grass,A,32,20000619,3
111123,2000-440,'s-Hertogenbosch,Grass,A,32,20000619,3
111124,2000-440,'s-Hertogenbosch,Grass,A,32,20000619,3
111125,2000-440,'s-Hertogenbosch,Grass,A,32,20000619,3
111126,2000-440,'s-Hertogenbosch,Grass,A,32,20000619,3
111127,2000-440,'s-Hertogenbosch,Grass,A,32,20000619,3
111128,2000-440,'s-Hertogenbosch,Grass,A,32,20000619,3
111129,2000-440,'s-Hertogenbosch,Grass,A,32,20000619,3
111130,2000-440,'s-Hertogenbosch,Grass,A,32,20000619,3
111131,2000-339,Adelaide,Hard,A,32,20000103,3
111132,2000-339,Adelaide,Hard,A,32,20000103,3
111133,2000-339,Adelaide,Hard,A,32,20000103,3
111134,2000-339,Adelaide,Hard,A,32,20000103,3
111135,2000-339,Adelaide,Hard,A,32,20000103,3
111136,2000-339,Adelaide,Hard,A,32,20000103,3
111137,2000-339,Adelaide,Hard,A,32,20000103,3
111138,2000-339,Adelaide,Hard,A,32,20000103,3
111139,2000-339,Adelaide,Hard,A,32,20000103,3
111140,2000-339,Adelaide,Hard,A,32,20000103,3
111141,2000-339,Adelaide,Hard,A,32,20000103,3
111142,2000-339,Adelaide,Hard,A,32,20000103,3
111143,2000-339,Adelaide,Hard,A,32,20000103,3
111144,2000-339,Adelaide,Hard,A,32,20000103,3
111145,2000-339,Adelaide,Hard,A,32,20000103,3
111146,2000-339,Adelaide,Hard,A,32,20000103,3
111147,2000-339,Adelaide,Hard,A,32,20000103,3
111148,2000-339,Adelaide,Hard,A,32,20000103,3
111149,2000-339,Adelaide,Hard,A,32,20000103,3
111150,2000-339,Adelaide,Hard,A,32,20000103,3
111151,2000-339,Adelaide,Hard,A,32,20000103,3
111152,2000-339,Adelaide,Hard,A,32,20000103,3
111153,2000-339,Adelaide,Hard,A,32,20000103,3
111154,2000-339,Adelaide,Hard,A,32,20000103,3
111155,2000-339,Adelaide,Hard,A,32,20000103,3
111156,2000-339,Adelaide,Hard,A,32,20000103,3
111157,2000-339,Adelaide,Hard,A,32,20000103,3
111158,2000-339,Adelaide,Hard,A,32,20000103,3
111159,2000-339,Adelaide,Hard,A,32,20000103,3
111160,2000-339,Adelaide,Hard,A,32,20000103,3
111161,2000-339,Adelaide,Hard,A,32,20000103,3
111162,2000-433,Scottsdale,Hard,A,32,20000306,3
111163,2000-433,Scottsdale,Hard,A,32,20000306,3
111164,2000-433,Scottsdale,Hard,A,32,20000306,3
111165,2000-433,Scottsdale,Hard,A,32,20000306,3
111166,2000-433,Scottsdale,Hard,A,32,20000306,3
111167,2000-433,Scottsdale,Hard,A,32,20000306,3
111168,2000-433,Scottsdale,Hard,A,32,20000306,3
111169,2000-433,Scottsdale,Hard,A,32,20000306,3
111170,2000-433,Scottsdale,Hard,A,32,20000306,3
111171,2000-433,Scottsdale,Hard,A,32,20000306,3
111172,2000-433,Scottsdale,Hard,A,32,20000306,3
111173,2000-433,Scottsdale,Hard,A,32,20000306,3
111174,2000-433,Scottsdale,Hard,A,32,20000306,3
111175,2000-433,Scottsdale,Hard,A,32,20000306,3
111176,2000-433,Scottsdale,Hard,A,32,20000306,3
111177,2000-433,Scottsdale,Hard,A,32,20000306,3
111178,2000-433,Scottsdale,Hard,A,32,20000306,3
111179,2000-433,Scottsdale,Hard,A,32,20000306,3
111180,2000-433,Scottsdale,Hard,A,32,20000306,3
111181,2000-433,Scottsdale,Hard,A,32,20000306,3
111182,2000-433,Scottsdale,Hard,A,32,20000306,3
111183,2000-433,Scottsdale,Hard,A,32,20000306,3
111184,2000-433,Scottsdale,Hard,A,32,20000306,3
111185,2000-433,Scottsdale,Hard,A,32,20000306,3
111186,2000-433,Scottsdale,Hard,A,32,20000306,3
111187,2000-433,Scottsdale,Hard,A,32,20000306,3
111188,2000-433,Scottsdale,Hard,A,32,20000306,3
111189,2000-433,Scottsdale,Hard,A,32,20000306,3
111190,2000-433,Scottsdale,Hard,A,32,20000306,3
111191,2000-433,Scottsdale,Hard,A,32,20000306,3
111192,2000-433,Scottsdale,Hard,A,32,20000306,3
111193,2000-438,Moscow,Carpet,A,32,20001023,3
111194,2000-438,Moscow,Carpet,A,32,20001023,3
111195,2000-438,Moscow,Carpet,A,32,20001023,3
111196,2000-438,Moscow,Carpet,A,32,20001023,3
111197,2000-438,Moscow,Carpet,A,32,20001023,3
111198,2000-438,Moscow,Carpet,A,32,20001023,3
111199,2000-438,Moscow,Carpet,A,32,20001023,3
111200,2000-438,Moscow,Carpet,A,32,20001023,3
111201,2000-438,Moscow,Carpet,A,32,20001023,3
111202,2000-438,Moscow,Carpet,A,32,20001023,3
111203,2000-438,Moscow,Carpet,A,32,20001023,3
111204,2000-438,Moscow,Carpet,A,32,20001023,3
111205,2000-438,Moscow,Carpet,A,32,20001023,3
111206,2000-438,Moscow,Carpet,A,32,20001023,3
111207,2000-438,Moscow,Carpet,A,32,20001023,3
111208,2000-438,Moscow,Carpet,A,32,20001023,3
111209,2000-438,Moscow,Carpet,A,32,20001023,3
111210,2000-438,Moscow,Carpet,A,32,20001023,3
111211,2000-438,Moscow,Carpet,A,32,20001023,3
111212,2000-438,Moscow,Carpet,A,32,20001023,3
111213,2000-438,Moscow,Carpet,A,32,20001023,3
111214,2000-438,Moscow,Carpet,A,32,20001023,3
111215,2000-438,Moscow,Carpet,A,32,20001023,3
111216,2000-438,Moscow,Carpet,A,32,20001023,3
111217,2000-438,Moscow,Carpet,A,32,20001023,3
111218,2000-438,Moscow,Carpet,A,32,20001023,3
111219,2000-438,Moscow,Carpet,A,32,20001023,3
111220,2000-438,Moscow,Carpet,A,32,20001023,3
111221,2000-438,Moscow,Carpet,A,32,20001023,3
111222,2000-438,Moscow,Carpet,A,32,20001023,3
111223,2000-438,Moscow,Carpet,A,32,20001023,3
111224,2000-439,Umag,Clay,A,32,20000717,3
111225,2000-439,Umag,Clay,A,32,20000717,3
111226,2000-439,Umag,Clay,A,32,20000717,3
111227,2000-439,Umag,Clay,A,32,20000717,3
111228,2000-439,Umag,Clay,A,32,20000717,3
111229,2000-439,Umag,Clay,A,32,20000717,3
111230,2000-439,Umag,Clay,A,32,20000717,3
111231,2000-439,Umag,Clay,A,32,20000717,3
111232,2000-439,Umag,Clay,A,32,20000717,3
111233,2000-439,Umag,Clay,A,32,20000717,3
111234,2000-439,Umag,Clay,A,32,20000717,3
111235,2000-439,Umag,Clay,A,32,20000717,3
111236,2000-439,Umag,Clay,A,32,20000717,3
111237,2000-439,Umag,Clay,A,32,20000717,3
111238,2000-439,Umag,Clay,A,32,20000717,3
111239,2000-439,Umag,Clay,A,32,20000717,3
111240,2000-439,Umag,Clay,A,32,20000717,3
111241,2000-439,Umag,Clay,A,32,20000717,3
111242,2000-439,Umag,Clay,A,32,20000717,3
111243,2000-439,Umag,Clay,A,32,20000717,3
111244,2000-439,Umag,Clay,A,32,20000717,3
111245,2000-439,Umag,Clay,A,32,20000717,3
111246,2000-439,Umag,Clay,A,32,20000717,3
111247,2000-439,Umag,Clay,A,32,20000717,3
111248,2000-439,Umag,Clay,A,32,20000717,3
111249,2000-439,Umag,Clay,A,32,20000717,3
111250,2000-439,Umag,Clay,A,32,20000717,3
111251,2000-439,Umag,Clay,A,32,20000717,3
111252,2000-439,Umag,Clay,A,32,20000717,3
111253,2000-439,Umag,Clay,A,32,20000717,3
111254,2000-439,Umag,Clay,A,32,20000717,3
111255,2000-403,Miami Masters,Hard,M,96,20000320,3
111256,2000-403,Miami Masters,Hard,M,96,20000320,3
111257,2000-403,Miami Masters,Hard,M,96,20000320,3
111258,2000-403,Miami Masters,Hard,M,96,20000320,3
111259,2000-403,Miami Masters,Hard,M,96,20000320,3
111260,2000-403,Miami Masters,Hard,M,96,20000320,3
111261,2000-403,Miami Masters,Hard,M,96,20000320,3
111262,2000-403,Miami Masters,Hard,M,96,20000320,3
111263,2000-403,Miami Masters,Hard,M,96,20000320,3
111264,2000-403,Miami Masters,Hard,M,96,20000320,3
111265,2000-403,Miami Masters,Hard,M,96,20000320,3
111266,2000-403,Miami Masters,Hard,M,96,20000320,3
111267,2000-403,Miami Masters,Hard,M,96,20000320,3
111268,2000-403,Miami Masters,Hard,M,96,20000320,3
111269,2000-403,Miami Masters,Hard,M,96,20000320,3
111270,2000-403,Miami Masters,Hard,M,96,20000320,3
111271,2000-403,Miami Masters,Hard,M,96,20000320,3
111272,2000-403,Miami Masters,Hard,M,96,20000320,3
111273,2000-403,Miami Masters,Hard,M,96,20000320,3
111274,2000-403,Miami Masters,Hard,M,96,20000320,3
111275,2000-403,Miami Masters,Hard,M,96,20000320,3
111276,2000-403,Miami Masters,Hard,M,96,20000320,3
111277,2000-403,Miami Masters,Hard,M,96,20000320,3
111278,2000-403,Miami Masters,Hard,M,96,20000320,3
111279,2000-403,Miami Masters,Hard,M,96,20000320,3
111280,2000-403,Miami Masters,Hard,M,96,20000320,3
111281,2000-403,Miami Masters,Hard,M,96,20000320,3
111282,2000-403,Miami Masters,Hard,M,96,20000320,3
111283,2000-403,Miami Masters,Hard,M,96,20000320,3
111284,2000-403,Miami Masters,Hard,M,96,20000320,3
111285,2000-403,Miami Masters,Hard,M,96,20000320,3
111286,2000-403,Miami Masters,Hard,M,96,20000320,3
111287,2000-403,Miami Masters,Hard,M,96,20000320,3
111288,2000-403,Miami Masters,Hard,M,96,20000320,3
111289,2000-403,Miami Masters,Hard,M,96,20000320,3
111290,2000-403,Miami Masters,Hard,M,96,20000320,3
111291,2000-403,Miami Masters,Hard,M,96,20000320,3
111292,2000-403,Miami Masters,Hard,M,96,20000320,3
111293,2000-403,Miami Masters,Hard,M,96,20000320,3
111294,2000-403,Miami Masters,Hard,M,96,20000320,3
111295,2000-403,Miami Masters,Hard,M,96,20000320,3
111296,2000-403,Miami Masters,Hard,M,96,20000320,3
111297,2000-403,Miami Masters,Hard,M,96,20000320,3
111298,2000-403,Miami Masters,Hard,M,96,20000320,3
111299,2000-403,Miami Masters,Hard,M,96,20000320,3
111300,2000-403,Miami Masters,Hard,M,96,20000320,3
111301,2000-403,Miami Masters,Hard,M,96,20000320,3
111302,2000-403,Miami Masters,Hard,M,96,20000320,3
111303,2000-403,Miami Masters,Hard,M,96,20000320,3
111304,2000-403,Miami Masters,Hard,M,96,20000320,3
111305,2000-403,Miami Masters,Hard,M,96,20000320,3
111306,2000-403,Miami Masters,Hard,M,96,20000320,3
111307,2000-403,Miami Masters,Hard,M,96,20000320,3
111308,2000-403,Miami Masters,Hard,M,96,20000320,3
111309,2000-403,Miami Masters,Hard,M,96,20000320,3
111310,2000-403,Miami Masters,Hard,M,96,20000320,3
111311,2000-403,Miami Masters,Hard,M,96,20000320,3
111312,2000-403,Miami Masters,Hard,M,96,20000320,3
111313,2000-403,Miami Masters,Hard,M,96,20000320,3
111314,2000-403,Miami Masters,Hard,M,96,20000320,3
111315,2000-403,Miami Masters,Hard,M,96,20000320,3
111316,2000-403,Miami Masters,Hard,M,96,20000320,3
111317,2000-403,Miami Masters,Hard,M,96,20000320,3
111318,2000-403,Miami Masters,Hard,M,96,20000320,3
111319,2000-403,Miami Masters,Hard,M,96,20000320,3
111320,2000-403,Miami Masters,Hard,M,96,20000320,3
111321,2000-403,Miami Masters,Hard,M,96,20000320,3
111322,2000-403,Miami Masters,Hard,M,96,20000320,3
111323,2000-403,Miami Masters,Hard,M,96,20000320,3
111324,2000-403,Miami Masters,Hard,M,96,20000320,3
111325,2000-403,Miami Masters,Hard,M,96,20000320,3
111326,2000-403,Miami Masters,Hard,M,96,20000320,3
111327,2000-403,Miami Masters,Hard,M,96,20000320,3
111328,2000-403,Miami Masters,Hard,M,96,20000320,3
111329,2000-403,Miami Masters,Hard,M,96,20000320,3
111330,2000-403,Miami Masters,Hard,M,96,20000320,3
111331,2000-403,Miami Masters,Hard,M,96,20000320,3
111332,2000-403,Miami Masters,Hard,M,96,20000320,3
111333,2000-403,Miami Masters,Hard,M,96,20000320,3
111334,2000-403,Miami Masters,Hard,M,96,20000320,3
111335,2000-403,Miami Masters,Hard,M,96,20000320,3
111336,2000-403,Miami Masters,Hard,M,96,20000320,3
111337,2000-403,Miami Masters,Hard,M,96,20000320,3
111338,2000-403,Miami Masters,Hard,M,96,20000320,3
111339,2000-403,Miami Masters,Hard,M,96,20000320,3
111340,2000-403,Miami Masters,Hard,M,96,20000320,3
111341,2000-403,Miami Masters,Hard,M,96,20000320,3
111342,2000-403,Miami Masters,Hard,M,96,20000320,3
111343,2000-403,Miami Masters,Hard,M,96,20000320,3
111344,2000-403,Miami Masters,Hard,M,96,20000320,3
111345,2000-403,Miami Masters,Hard,M,96,20000320,3
111346,2000-403,Miami Masters,Hard,M,96,20000320,3
111347,2000-403,Miami Masters,Hard,M,96,20000320,3
111348,2000-403,Miami Masters,Hard,M,96,20000320,3
111349,2000-403,Miami Masters,Hard,M,96,20000320,5
111350,2000-573,Mallorca,Clay,A,32,20000501,3
111351,2000-573,Mallorca,Clay,A,32,20000501,3
111352,2000-573,Mallorca,Clay,A,32,20000501,3
111353,2000-573,Mallorca,Clay,A,32,20000501,3
111354,2000-573,Mallorca,Clay,A,32,20000501,3
111355,2000-573,Mallorca,Clay,A,32,20000501,3
111356,2000-573,Mallorca,Clay,A,32,20000501,3
111357,2000-573,Mallorca,Clay,A,32,20000501,3
111358,2000-573,Mallorca,Clay,A,32,20000501,3
111359,2000-573,Mallorca,Clay,A,32,20000501,3
111360,2000-573,Mallorca,Clay,A,32,20000501,3
111361,2000-573,Mallorca,Clay,A,32,20000501,3
111362,2000-573,Mallorca,Clay,A,32,20000501,3
111363,2000-573,Mallorca,Clay,A,32,20000501,3
111364,2000-573,Mallorca,Clay,A,32,20000501,3
111365,2000-573,Mallorca,Clay,A,32,20000501,3
111366,2000-573,Mallorca,Clay,A,32,20000501,3
111367,2000-573,Mallorca,Clay,A,32,20000501,3
111368,2000-573,Mallorca,Clay,A,32,20000501,3
111369,2000-573,Mallorca,Clay,A,32,20000501,3
111370,2000-573,Mallorca,Clay,A,32,20000501,3
111371,2000-573,Mallorca,Clay,A,32,20000501,3
111372,2000-573,Mallorca,Clay,A,32,20000501,3
111373,2000-573,Mallorca,Clay,A,32,20000501,3
111374,2000-573,Mallorca,Clay,A,32,20000501,3
111375,2000-573,Mallorca,Clay,A,32,20000501,3
111376,2000-573,Mallorca,Clay,A,32,20000501,3
